Temperatura,1000,100,10,1,0.1,0.01,0.001
65,1.7151132,1.6536531,1.5116868,1.4654517,1.2589201,1.1250582,1.0036829
65.5,1.6983725,1.6309509,1.50744425,1.4488557,1.24833055,1.1203436,1.001567485
66,1.6783898,1.592782,1.4843678,1.4406984,1.2200253,1.1046689,0.9876633
66.5,1.64480125,1.5876537,1.4523563,1.4155907,1.22308795,1.0888744,0.974285065
67,1.585607,1.5785984,1.4356588,1.3951027,1.1919566,1.0749772,0.96843827
67.5,1.5951639,1.52829475,1.424723,1.37704145,1.1845535,1.06191505,0.9477823
68,1.5751557,1.5092916,1.4110818,1.3641077,1.1622972,1.0475552,0.93533707
68.5,1.5454638,1.4956853,1.37971095,1.34251845,1.14743785,1.00853525,0.904504865
69,1.5226891,1.4862958,1.3442292,1.3175982,1.1166391,0.99399704,0.88536936
69.5,1.48846165,1.44452065,1.3298559,1.28891865,1.0883813,0.96852388,0.86360565
70,1.4791161,1.4232486,1.3019062,1.2546755,1.0564722,0.926959,0.81599927
70.5,1.45411865,1.4032673,1.2653033,1.2174851,1.0067801,0.87686774,0.76413632
71,1.4278789,1.37673,1.2486421,1.1754581,0.9579566,0.82894033,0.72279483
71.5,1.41691485,1.34806105,1.20601975,1.1424044,0.92901278,0.77443674,0.659303695
72,1.3753306,1.3156847,1.1691622,1.0951296,0.8709465,0.71449625,0.5904795
72.5,1.35875255,1.29608125,1.15551125,1.0808444,0.840782025,0.664306185,0.54129052
73,1.3273882,1.258336,1.135531,1.0436352,0.82114124,0.6189155,0.49235013
73.5,1.2950819,1.2521802,1.103416,1.0291214,0.78008655,0.595868815,0.46475503
74,1.278797,1.2219305,1.0815828,1.0056107,0.7683411,0.58181673,0.44138208
74.5,1.2463395,1.2060961,1.0541955,0.9924271,0.744480755,0.548585655,0.418084225
75,1.2180433,1.1703938,1.0321205,0.9627915,0.7378278,0.55072755,0.4070196
75.5,1.1954664,1.15113895,1.0204755,0.95078528,0.716410695,0.52246061,0.39721645
76,1.1623551,1.1332214,0.9948374,0.9177285,0.7032948,0.5182528,0.39430428
76.5,1.1278604,1.09533405,0.97085385,0.89997831,0.682219315,0.49976972,0.373804095
77,1.0612558,1.0637188,0.93475986,0.87157613,0.66686064,0.48369232,0.36114222
77.5,0.881940935,0.96895745,0.88544818,0.843977085,0.63784043,0.455598375,0.35055459
78,0.42688274,0.7344334,0.7529953,0.7702476,0.58896875,0.41837928,0.32934877
78.5,0.161183845,0.30161884,0.38013803,0.532549265,0.457760325,0.34736678,0.27660108
79,0.11210209,0.13924864,0.14591077,0.17408295,0.20168221,0.18198073,0.17813553
79.5,0.10245112,0.122384935,0.116596913,0.12024852,0.154022135,0.10378134,0.095430105
80,0.1070686,0.11336989,0.119699776,0.10074114,0.15229401,0.07933259,0.09259142
80.5,0.102089935,0.11951601,0.108242502,0.109296045,0.14785522,0.091674403,0.103914868
81,0.08855482,0.12208981,0.10937921,0.10299183,0.15757121,0.09686411,0.095372595
81.5,0.096338633,0.116140303,0.108109504,0.09842758,0.154979875,0.09282666,0.092419777
82,0.10257778,0.12313963,0.104710996,0.10640025,0.15684795,0.09959922,0.09623911
82.5,0.097747447,0.11495794,0.11366761,0.104951618,0.16009531,0.093277353,0.095327608
83,0.1142446,0.11802951,0.11402116,0.11653227,0.15646426,0.08451182,0.091963805
83.5,0.096888263,0.120058495,0.111207038,0.101616683,0.163789065,0.09406015,0.096997418
84,0.10879703,0.11744807,0.1039863,0.10232623,0.16770428,0.10205971,0.09339842
84.5,0.105346703,0.121792013,0.113261163,0.10940759,0.15704935,0.088058237,0.091282715
85,0.09109203,0.12017003,0.11885537,0.10386189,0.15547809,0.0841803,0.093854934
85.5,0.092722843,0.12484849,0.10630332,0.0965756,0.16193975,0.088862865,0.094257095
86,0.09602146,0.12688248,0.10548373,0.108013175,0.1621819,0.09277393,0.09343771
86.5,0.102310675,0.125888628,0.102271797,0.107662443,0.164531125,0.087300798,0.095389433
87,0.09751971,0.11868307,0.114854455,0.11779046,0.16624723,0.08650943,0.08025631
87.5,0.099367685,0.118829828,0.10377351,0.102865915,0.162423885,0.081908348,0.093931631
88,0.09551564,0.123278484,0.11117141,0.1040611,0.17041335,0.09104688,0.084733285
88.5,0.104670768,0.118252923,0.115019915,0.10968214,0.16857873,0.08052471,0.097079562
89,0.1014427,0.11513744,0.10718173,0.109533004,0.16340232,0.06767808,0.08658835
89.5,0.099271198,0.122286325,0.105500078,0.09866096,0.16802381,0.08585287,0.090121938
90,0.098533474,0.12402568,0.104116425,0.10523285,0.16055296,0.09754628,0.08711578
90.5,0.094660547,0.125868708,0.110131128,0.101890098,0.165829025,0.077499593,0.09721433
91,0.10757262,0.12424976,0.10558611,0.1108997,0.16578898,0.08424808,0.082603015
91.5,0.094397108,0.12144915,0.101038413,0.111818525,0.158950505,0.08151944,0.097315552
92,0.089029536,0.12230794,0.11355114,0.10147827,0.1719219,0.09143768,0.09346115
92.5,0.09055587,0.117182297,0.11200946,0.115516965,0.168532255,0.087301812,0.094797608
93,0.09847674,0.11291218,0.10400409,0.092251055,0.16608532,0.07229984,0.10001343
93.5,0.10309369,0.114816065,0.104567975,0.09873362,0.16382765,0.0747466,0.094729593
94,0.09614802,0.11558921,0.12127073,0.10294774,0.15662956,0.06599589,0.08897623
94.5,0.097712023,0.12452389,0.109201635,0.09693235,0.166766915,0.08254692,0.087982055
95,0.09274802,0.1264746,0.099570826,0.114639305,0.1608046,0.07520189,0.08953692
95.5,0.098145233,0.117352928,0.104731825,0.107965828,0.17001632,0.070395665,0.091897535
96,0.08920666,0.12038742,0.10587352,0.095601186,0.17711468,0.063905664,0.10082318
96.5,0.106173223,0.12984921,0.102359672,0.103969995,0.165806955,0.076234658,0.08869755
97,0.102865845,0.12203335,0.10556641,0.109259486,0.17234373,0.06910796,0.090348944
97.5,0.099225203,0.112656788,0.100258825,0.09957005,0.16501896,0.06863756,0.09366395
98,0.09993935,0.123869196,0.09765527,0.10156445,0.17321236,0.063912444,0.08493345
98.5,0.096252735,0.11742437,0.107136193,0.10328589,0.166787885,0.072826823,0.090656405
99,0.09595292,0.13153519,0.10164996,0.0983108,0.18424253,0.070050225,0.090821326
99.5,0.090131935,0.114392015,0.096031355,0.091102168,0.16460696,0.071785815,0.08383999
